bookId,title,author,description,genres,avg_rating,num_ratings
912,"Rich Dad, Poor Dad",Robert T. Kiyosaki,What The Rich Teach Their Kids About Money - That The Poor And Middle Class Do Not!,"Business, Nonfiction, Economics, Finance, Self Help, Personal Finance, Currency, Money, Personal Development, Audiobook, Entrepreneurship",4.09,404154
913,Rich Dad Poor Dad Classics - Boxed Set,"Robert T. Kiyosaki,Sharon L. Lechter","The Rich Dad Poor Dad Box Set contains four titles from the Rich Dad Poor Dad series in one boxed set. Available on cassette, the following four bestselling audio-books are included: -- Rich Dad Poor Dad -- the bestselling personal finance guide for the millions hoping to become masters of their money. -- The Cash Flow Quadrant -- the followup to Rich Dad Poor Dad reveals,The Rich Dad Poor Dad Box Set contains four titles from the Rich Dad Poor Dad series in one boxed set. Available on cassette, the following four bestselling audio-books are included: -- Rich Dad Poor Dad -- the bestselling personal finance guide for the millions hoping to become masters of their money. -- The Cash Flow Quadrant -- the followup to Rich Dad Poor Dad reveals why some people work less and earn more, pay less taxes, and feel more financially secure than others. -- Rich Dad's Guide to Investing -- the basic rules of investing, including how to reduce investment risk and how to convert earned income into passive and portfolio income. -- Rich Dad's Rich Kid Smart Kid -- the latest in the series and the definitive guide for parents who want to teach their children how to make and manage money.","Business, Nonfiction, Economics, Finance, Self Help, Personal Finance, Currency, Money, Personal Development, Audiobook, Entrepreneurship",4.09,404154
914,"Rich Dad, Poor Dad 2: Cash Flow Quadrant - Rich Dad's Guide to Financial Freedom",Robert T. Kiyosaki,"Personal finance author and lecturer Robert T. Kiyosaki developed his unique economic perspective from two very different influences - his two fathers. This text lays out Kiyosaki's philosophy and his relationship with money.,Personal finance author and lecturer Robert T. Kiyosaki developed his unique economic perspective from two very different influences - his two fathers. This text lays out Kiyosaki's philosophy and his relationship with money.","Business, Economics, Finance, Nonfiction, Self Help, Personal Finance, Currency, Money, Personal Development, Entrepreneurship, Audiobook",4.12,42975
915,A Lonely Resurrection,Barry Eisler,"All John Rain wants is to get out of the killing business. But with his discretion, his reliability, and his unique talent for death by \natural causes,\ no one is willing to let him just retire. So when an old nemesis from the Japanese national police force comes to him with a new job--eliminate Murakami, a killer even more fearsome than Rain himself--Rain knows he can't,All John Rain wants is to get out of the killing business. But with his discretion, his reliability, and his unique talent for death by \natural causes,\ no one is willing to let him just retire. So when an old nemesis from the Japanese national police force comes to him with a new job--eliminate Murakami, a killer even more fearsome than Rain himself--Rain knows he can't refuse.","Thriller, Fiction, Mystery, Action, Cultural, Japan, Spy Thriller, Espionage, Crime, Mystery Thriller, Suspense",4.12,8646
916,And a Hard Rain Fell,John Ketwig,"I didn't set out to write a book. It was 1982, fourteen years after I had last set foot in Vietnam, and thirteen years after I returned to The World. I had a family and a career. I'd never written more than an occasional letter to the editor in my life. My twisted insides had spawned ulcers. The nightmares were more frequent. I needed to get Vietnam out into the open, but,I didn't set out to write a book. It was 1982, fourteen years after I had last set foot in Vietnam, and thirteen years after I returned to The World. I had a family and a career. I'd never written more than an occasional letter to the editor in my life. My twisted insides had spawned ulcers. The nightmares were more frequent. I needed to get Vietnam out into the open, but I couldn't talk about it. Not after all those years.,Thus begins John Ketwig's powerful memoir of the Vietnam War. Now, over 15 years after its initial publication, Sourcebooks is proud to bring ...and a hard rain fell back into print in a newly updated edition, with a new introduction by the author and eight pages of never-before-published photographs.,From the country roads of upstate New York to the jungles of Vietnam, and finally to the Vietnam Veterans Memorial in Washington, D.C., ...and a hard rain fell is a gripping and visceral account of one young man's struggle to make sense of his place in a world gone mad.","History, Nonfiction, War, Military Fiction, Autobiography, Memoir, Biography, Military, Military History, Biography Memoir",4.13,743
918,Hard Rain,Tim Riley,"Examinging over thirty years of Dylan's recordings, films, and live concerts to deliver fresh, and sometimes heretical, judgements of his work, Tim Riley persuasively demonstrates that Bob Dylan,Examinging over thirty years of Dylan's recordings, films, and live concerts to deliver fresh, and sometimes heretical, judgements of his work, Tim Riley persuasively demonstrates that Bob Dylan is the most important American rock 'n' roller since Elvis. He charts the mercurial shifts of the Dylan persona, from acoustic to electric, and assesses the singer's debt to earlier muscians aw well as his influence on such performers as the Byrds, Bruce Springsteen, and Elvis Costello.,Includes a new epilogue that examines Dylan's 30th anniversary celebration and his 1998 Grammy Award comeback.","Music, Poetry, Biography",3.47,47
919,Hard Rain,Janwillem van de Wetering,"During a random break-in, three heroin addicts discover the corpse of banker Martin Ijsbreker. They arrange his death to look like a suicide and flee with his valuables, but are found dead of an overdose the next day. The investigating officer dismissed their deaths as an accident, but the commissaris suspects that his cousin and childhood nemesis, Willem Fernandus, murder,During a random break-in, three heroin addicts discover the corpse of banker Martin Ijsbreker. They arrange his death to look like a suicide and flee with his valuables, but are found dead of an overdose the next day. The investigating officer dismissed their deaths as an accident, but the commissaris suspects that his cousin and childhood nemesis, Willem Fernandus, murdered Ijsbreker to protect his own shares in the dead man’s bank. When the two finally confront each other as adversaries, someone will die.","Mystery, Fiction, Crime, Literature, 20th Century, Suspense, Thriller, Mystery Thriller, Detective",3.96,247
920,Hard Rain,Peter Abrahams,"Divorced from an irresponsible studio musician, Jessie Shapiro barely manages to support herself and her daughter by restoring paintings. Suddenly, her daughter and ex-husband disappear. Jessie finds a warning on his answering machine, but later it's erased. Then her best friend, wearing Jessie's slicker, is run over. Jessie sees a sinister pattern, but the police dismiss,Divorced from an irresponsible studio musician, Jessie Shapiro barely manages to support herself and her daughter by restoring paintings. Suddenly, her daughter and ex-husband disappear. Jessie finds a warning on his answering machine, but later it's erased. Then her best friend, wearing Jessie's slicker, is run over. Jessie sees a sinister pattern, but the police dismiss her fears. As Jessie tracks her daughter across the United States, she uncovers a deadly secret from his college days during the Vietnam era. Hard Rain is a solid mystery/political thriller about a self-reliant average woman thrown without warning into a smoky conspiracy.","Mystery, Fiction, Suspense, Thriller, Mystery Thriller",3.71,163
925,A Clean Kill in Tokyo,Barry Eisler,"Previously published as Rain Fall John Rain, #1,Name: John Rain.,Vocation: Assassin.,Specialty: Natural Causes.,Base of operations: Tokyo.,Availability: Worldwide.,Half American, half Japanese, expert in both worlds but at home in neither, John Rain is the best killer money can buy. You tell him who. You tell him where. He doesn't care about why...,Until he gets involved with M,Previously published as Rain Fall John Rain, #1,Name: John Rain.,Vocation: Assassin.,Specialty: Natural Causes.,Base of operations: Tokyo.,Availability: Worldwide.,Half American, half Japanese, expert in both worlds but at home in neither, John Rain is the best killer money can buy. You tell him who. You tell him where. He doesn't care about why...,Until he gets involved with Midori Kawamura, a beautiful jazz pianist--and the daughter of his latest kill.","Thriller, Fiction, Mystery, Crime, Mystery Thriller, Cultural, Japan, Action, Spy Thriller, Espionage, Suspense",3.96,18398
929,Memoirs of a Geisha,Arthur Golden,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.,In,, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most pow,A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.,In,, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.","Fiction, Historical, Historical Fiction, Romance, Classics, Cultural, Japan, Adult, Novels, Asia, Adult Fiction",4.12,1761684
930,Memoirs of a Geisha,Arthur Golden,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.,In,, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most pow,A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.,In,, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable.","Fiction, Historical, Historical Fiction, Romance, Classics, Cultural, Japan, Adult, Novels, Asia, Adult Fiction",4.12,1761699
931,Memoirs of a Geisha,Arthur Golden,"A seductive and evocative epic on an intimate scale, that tells the extraordinary story of a geisha girl. Summoning up more than twenty years of Japan's most dramatic history, it uncovers a hidden world of eroticism and enchantment, exploitation and degradation. From a small fishing village in 1929, the tale moves to the glamorous and decadent heart of Kyoto in the 1930s,,A seductive and evocative epic on an intimate scale, that tells the extraordinary story of a geisha girl. Summoning up more than twenty years of Japan's most dramatic history, it uncovers a hidden world of eroticism and enchantment, exploitation and degradation. From a small fishing village in 1929, the tale moves to the glamorous and decadent heart of Kyoto in the 1930s, where a young peasant girl is sold as servant and apprentice to a renowned geisha house. She tells her story many years later from the Waldorf Astoria in New York; it exquisitely evokes another culture, a different time and the details of an extraordinary way of life. It conjures up the perfection and the ugliness of life behind rice-paper screens, where young girls learn the arts of geisha - dancing and singing, how to wind the kimono, how to walk and pour tea, and how to beguile the most powerful men.","Fiction, Historical, Historical Fiction, Romance, Classics, Cultural, Japan, Adult, Novels, Asia, Adult Fiction",4.12,1761690
932,Memoirs of a Geisha: A Portrait of the Film,"David        James,Peggy Mulloy,Rob Marshall,Arthur Golden","A stunning visual companion to the highly anticipated new film from director Rob Marshall ,, based on the international bestseller by Arthur Golden—a major holiday release from Columbia Pictures.,Featuring over 150 full-color photographs and drawings, this lavishly illustrated book captures the artistry and romance behind the exquisite new film from Rob Marshall, th,A stunning visual companion to the highly anticipated new film from director Rob Marshall ,, based on the international bestseller by Arthur Golden—a major holiday release from Columbia Pictures.,Featuring over 150 full-color photographs and drawings, this lavishly illustrated book captures the artistry and romance behind the exquisite new film from Rob Marshall, the director of the Oscar®-winning film Chicago, starring Ziyi Zhang , and Ken Watanabe ,.,Directed by Academy Award®-nominee Rob Marshall , and produced by Lucy Fisher, Douglas Wick, and Steven Spielberg, from a screenplay by Robin Swicord and Doug Wright, Memoirs of a Geisha features an all-star Asian cast including Michelle Yeoh ,, Koji Yakusho ,, Youki Kudoh ,, and Gong Li ,.,Based on the internationally acclaimed novel by Arthur Golden, Memoirs of a Geisha is a sweeping romantic epic set in the mysterious and exotic world that still casts a potent spell today. The story begins in the years before WWII when a penniless Japanese child is torn from her family to work as a servant in a geisha house. Despite a treacherous rival who nearly breaks her spirit, the girl blossoms into the legendary geisha Sayuri Ziyi Zhang. Beautiful and accomplished, Sayuri captivates the most powerful men of her day, but is haunted by her secret love for the one man who is out of her reach Ken Watanabe.,The Newmarket Pictorial Moviebook explores the intricate process of re-creating the period and world of the geisha. Special sections showcase production design, makeup, choreography, and costumes, featuring kimonos created especially for the movie by five-time Oscar®-nominated costume designer Colleen Atwood. Sidebars throughout also provide fascinating historical background on the geisha culture.",Nonfiction,4.1,155
933,Memoirs of a Geisha,Arthur Golden,"This story is a rare and utterly engaging experience. It tells the extraordinary story of a geisha - summoning up a quarter century from 1929 to the post-war years of Japan's dramatic history, and opening a window into a half-hidden world of eroticism and enchantment, exploitation and degradation.,A young peasant girl is sold as servant and apprentice to a renowned geisha,This story is a rare and utterly engaging experience. It tells the extraordinary story of a geisha - summoning up a quarter century from 1929 to the post-war years of Japan's dramatic history, and opening a window into a half-hidden world of eroticism and enchantment, exploitation and degradation.,A young peasant girl is sold as servant and apprentice to a renowned geisha house. She tells her story many years later from the Waldorf Astoria in New York. Her memoirs conjure up the perfection and the ugliness of life behind rice-paper screens, where young girls learn the arts of geisha - dancing and singing, how to wind the kimono, how to walk and pour tea, and how to beguile the land's most powerful men.","Fiction, Historical, Historical Fiction, Romance, Classics, Cultural, Japan, Adult, Novels, Asia, Adult Fiction",4.12,1761766
935,Geisha of Gion,"Mineko Iwasaki,Rande Brown","Emerging from her hiding place, Mineko encounters Madam Oima, the formidable proprietress of a prolific geisha house in Gion. Madam Oima is mesmerized by the child's black hair and black eyes: she has found her successor. And so Mineko is gently, but firml,Emerging from her hiding place, Mineko encounters Madam Oima, the formidable proprietress of a prolific geisha house in Gion. Madam Oima is mesmerized by the child's black hair and black eyes: she has found her successor. And so Mineko is gently, but firmly, prised away from her parents to embark on an extraordinary profession, of which she will become the best.,But even if you are exquisitely beautiful and the darling of the okiya, the life of a geisha is one of gruelling professional demands. And Mineko must first contend with her bitterly jealous sister who is determined to sabotage her success...,Captivating and poignant,,tells of Mineko's ascendancy to fame and her ultimate decision to leave the profession she found so constricting. After centuries of mystery Mineko is the only geisha to speak out. This is the true story she has long wanted to tell and the one that the West has long wanted to hear.","Nonfiction, Cultural, Japan, Biography, Autobiography, Memoir, History, Asia, Historical, Biography Memoir, Asian Literature, Japanese Literature",3.89,21703
936,Memoirs Of A Geisha,Arthur Golden,"This seductive and evocative epic tells the extraordinary story of a geisha girl. It reveals the cruelty and ugliness of life behind the rice-paper screens, and summons up more than 20 years of Japan's most dramatic history.,This seductive and evocative epic tells the extraordinary story of a geisha girl. It reveals the cruelty and ugliness of life behind the rice-paper screens, and summons up more than 20 years of Japan's most dramatic history.","Fiction, Historical, Historical Fiction, Romance, Classics, Cultural, Japan, Adult, Novels, Asia, Adult Fiction",4.12,1761863
937,Memoirs of a Geisha,Arthur Golden,"In this literary tour de force, novelist Arthur Golden enters a remote and shimmeringly exotic world. For the protagonist of this peerlessly observant first novel is Sayuri, one of Japan's most celebrated geisha, a woman who is both performer and courtesan, slave and goddess.,We follow Sayuri from her childhood in an impoverished fishing village, where in 1929, she is sold,In this literary tour de force, novelist Arthur Golden enters a remote and shimmeringly exotic world. For the protagonist of this peerlessly observant first novel is Sayuri, one of Japan's most celebrated geisha, a woman who is both performer and courtesan, slave and goddess.,We follow Sayuri from her childhood in an impoverished fishing village, where in 1929, she is sold to a representative of a geisha house, who is drawn by the child's unusual blue-grey eyes. From there she is taken to Gion, the pleasure district of Kyoto. She is nine years old. In the years that follow, as she works to pay back the price of her purchase, Sayuri will be schooled in music and dance, learn to apply the geisha's elaborate makeup, wear elaborate kimono, and care for a coiffure so fragile that it requires a special pillow. She will also acquire a magnanimous tutor and a venomous rival. Surviving the intrigues of her trade and the upheavals of war, the resourceful Sayuri is a romantic heroine on the order of Jane Eyre and Scarlett O'Hara. And,is a triumphant work - suspenseful, and utterly persuasive.","Fiction, Historical, Historical Fiction, Romance, Classics, Cultural, Japan, Adult, Novels, Asia, Adult Fiction",4.12,1761852
938,How to Make Anyone Fall in Love with You,Leil Lowndes,"Here, from bestselling author Leil Lowndes, is a surefire guide to love for anyone seeking romantic bliss. In,readers will find 85 techniques based on scientific studies regarding the nature of love, including:,Finding potential love partners,Making an unforgettable first impression,Dodging \love bloopers\,Establishing sexual rapport,By,Here, from bestselling author Leil Lowndes, is a surefire guide to love for anyone seeking romantic bliss. In,readers will find 85 techniques based on scientific studies regarding the nature of love, including:,Finding potential love partners,Making an unforgettable first impression,Dodging \love bloopers\,Establishing sexual rapport,By using these pragmatic, down-to-earth strategies, anyone can turn new or casual relationships into lasting ones--or make current relationships deeper.","Self Help, Nonfiction, Psychology, Relationships, Romance, Love, Personal Development, Language, Communication, Sexuality, How To",3.58,1152
941,Love As A Foreign Language #5,"J. Torres,Eric  Kim","Time is running out for Joel. If he doesn't make a move on Hannah soon, he's going to lose his chance forever. But can he get over his Korean cultural hang-ups in time to make his play for the girl of his dreams?,Time is running out for Joel. If he doesn't make a move on Hannah soon, he's going to lose his chance forever. But can he get over his Korean cultural hang-ups in time to make his play for the girl of his dreams?","Sequential Art, Graphic Novels, Manga, Comics",3.55,11
942,Los 5 Lenguajes Del Amor De Los Ninos / The Five Languages Of Love For Children,Gary Chapman,"Basado en uno de los libros mas vendidos Los cinco lenguajes del amor, este libro le ensenara a entender a su hijo de una manera diferente.","Parenting, Nonfiction, Self Help, Psychology, Christian, Relationships, Family, Childrens, Personal Development, Education",4.18,20000
944,Jungle Love,"Margaret Johnson,Philip Prowse","On an adventure holiday in the Caribbean, Lisa and Jennifer are sharing a room. They are very different people and do not get on. However, they do have something in common: they are both attracted to Ian. And Ian likes both of them. But what about Ian's girlfriend, Caroline? And then there's Pete and of course, Gary...,On an adventure holiday in the Caribbean, Lisa and Jennifer are sharing a room. They are very different people and do not get on. However, they do have something in common: they are both attracted to Ian. And Ian likes both of them. But what about Ian's girlfriend, Caroline? And then there's Pete and of course, Gary...",Romance,3.41,71
946,Jungle Love,"Margaret Johnson,Philip Prowse","Award-winning original fiction for learners of English. At seven levels, from Starter to Advanced, this impressive selection of carefully graded readers offers exciting reading for every student's capabilities. Contains a paperback and 3 Audio CDs with complete text recordings from the book.,On an adventure holiday in th,Award-winning original fiction for learners of English. At seven levels, from Starter to Advanced, this impressive selection of carefully graded readers offers exciting reading for every student's capabilities. Contains a paperback and 3 Audio CDs with complete text recordings from the book.,On an adventure holiday in the Caribbean, Lisa and Jennifer are sharing a room. They are very different people and do not get on. However, they do have something in common: they are both attracted to Ian. And Ian likes both of them. But what about Ian's girlfriend, Caroline? And then there's Pete and of course, Gary.",Romance,3.41,71
948,Building Literacy with Love: A Guide for Teachers and Caregivers of Children Birth Through Age 5,"betty S. Bardige,Marilyn M. Segal","This practical guide to understanding literacy uses plain language to outline the skills and processes intrinsic to learning to read and write. The authors both: Nova Southeastern University, Florida describes experiences that adults can provide for children to help them learn and include examples of how to establish relationships with children t",Uncategorized,3.63,16
951,The Five Love Languages: Men's Edition: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,"Focus, men! Gary Chapman addresses men specifically in this new edition of the multi-million seller, \The Five Love Languages.\ You can understand your wife! Dr. Gary Chapman tackles the tough relationship issues men face-how to express your feelings to your wife, how to interpret her responses, how to make sex more meaningful and pleasurable for you and your wife-in this,Focus, men! Gary Chapman addresses men specifically in this new edition of the multi-million seller, \The Five Love Languages.\ You can understand your wife! Dr. Gary Chapman tackles the tough relationship issues men face-how to express your feelings to your wife, how to interpret her responses, how to make sex more meaningful and pleasurable for you and your wife-in this special edition designed specifically for men. At the end of each chapter are ten ideas for expressing that particular love language to the woman in your life. Do you think her love language is gifts? Take the quiz and find out, then use the practical tips and tell her how much you love her.","Nonfiction, Self Help, Marriage, Relationships, Christian, Psychology, Family, Love, Personal Development, Religion, Faith",4.28,2423
952,The Five Love Languages of Children,"Gary Chapman,D. Ross Campbell","Does your child speak a different language? Sometimes they wager for your attention, and other times they ignore you completely. Sometimes they are filled with gratitude and affection, and other times they seem totally indifferent. Attitude. Behavior. Development. Everything depends on the love relationship between you and your child. When children feel loved, they do thei,Does your child speak a different language? Sometimes they wager for your attention, and other times they ignore you completely. Sometimes they are filled with gratitude and affection, and other times they seem totally indifferent. Attitude. Behavior. Development. Everything depends on the love relationship between you and your child. When children feel loved, they do their best. But how can you make sure your child feels loved?,Since 1992, Dr. Gary Chapman's best-selling book \The 5Love Languages\ has helpedmillions of couples develop stronger, more fulfilling relationships by teaching them to speak each others' love language. Each child, too, expresses and receives love through one of five different communication styles. And your love language may be totally different from that of your child. While you are doing all you can to show your child love, he may be hearing it as something completely opposite. Discover your child's primary language and learn what you can do to effectively convey unconditional feelings of respect, affection, and commitment that will resonate in your child's emotions and behavior.,\","Parenting, Nonfiction, Self Help, Psychology, Christian, Relationships, Family, Childrens, Personal Development, Education",4.18,19998
953,"Cinco Lenguajes del Amor Para Solteros, Los: Five Love Languages for Singles",Gary Chapman,"Tu puedes conocer el gozo del amor incondicional! Tienes un anhelo dado por Dios de amor total e incondicional. Sin embargo, nunca seras capaz de expresarlo, ni de recibirlo, a menos que aprendas a hablar el adecuado lenguaje del amor. Descubre como las diversas personalidades expresan amor de maneras diferentes.","Nonfiction, Self Help, Relationships, Christian, Psychology, Personal Development, Christian Living, Audiobook, Love, Religion, Christianity",4.13,9624
954,The Five Love Languages of Teenagers,Gary Chapman,"Who is your teenager listening to? Teenagers today are bombarded by messages from their peers, the Internet, music, movies . . . the list goes on. As parents, you may wonder if your words mean anything at all. If so, take heart: all research indicates that the most significant influence on the life of a teenager comes from his or her parents. Yes--parents! In this updated,Who is your teenager listening to? Teenagers today are bombarded by messages from their peers, the Internet, music, movies . . . the list goes on. As parents, you may wonder if your words mean anything at all. If so, take heart: all research indicates that the most significant influence on the life of a teenager comes from his or her parents. Yes--parents! In this updated volume, marriage and family expert Dr. Gary Chapman lays out the tools you need to communicate with your teenager. As Dr. Chapman states, \At the root of much teenage misbehavior is a teen's empty love tank. I am not suggesting that parents do not love their teenagers; I am suggesting that thousands of teenagers do not feel that love. For most parents, it is not a matter of sincerity but rather lack of information on how to communicate love effectively on an emotional level.\ Starting with the world in which your teenager lives, Dr. Chapman walks through the emotional needs of teenagers and how you can best express your love to them. You'll learn how to identify your teenager's love language, how to address their unique need for independence and responsibility, how to combat anger and set up boundaries, and how to best parent your teenager if you are a single parent or a blended family.","Parenting, Nonfiction, Self Help, Christian, Relationships, Psychology, Family, Childrens, Young Adult, Teen, Audiobook",4.13,2734
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,"Unhappiness in marriage often has a simple root cause: we speak different love languages, believes Dr. Gary Chapman. While working as a marriage counselor for more than 30 years, he identified five love languages: Words of Affirmation, Quality Time, Receiving Gifts, Acts of Service, and Physical Touch. In a friendly, often humorous style, he unpacks each one. Some husbands,Unhappiness in marriage often has a simple root cause: we speak different love languages, believes Dr. Gary Chapman. While working as a marriage counselor for more than 30 years, he identified five love languages: Words of Affirmation, Quality Time, Receiving Gifts, Acts of Service, and Physical Touch. In a friendly, often humorous style, he unpacks each one. Some husbands or wives may crave focused attention; another needs regular praise. Gifts are highly important to one spouse, while another sees fixing a leaky faucet, ironing a shirt, or cooking a meal as filling their \love tank.\ Some partners might find physical touch makes them feel valued: holding hands, giving back rubs, and sexual contact. Chapman illustrates each love language with real-life examples from his counseling practice.",Uncategorized,4.51,43
956,The Five Love Languages: Men's Edition: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,"You know you love her - but is she getting the message?  You bring your wife flowers but she'd rather just have a hug.  You buy tickets to a movie when she wants to sit and talk.  Tired of missed cues and confusing signals?  Dr. Gary Chapman reveals how different personalities express love in different ways.  In fact, there are five specific languages of love: Quality Time,You know you love her - but is she getting the message?  You bring your wife flowers but she'd rather just have a hug.  You buy tickets to a movie when she wants to sit and talk.  Tired of missed cues and confusing signals?  Dr. Gary Chapman reveals how different personalities express love in different ways.  In fact, there are five specific languages of love: Quality Time, Words of Affirmation, Gifts, Acts of Service, and Physical Touch.  Ready for a richer relationship?  Begin the audio and dive in.  Because the only thing better than learning to speak her love languages is teaching her to speak yours!","Nonfiction, Self Help, Marriage, Relationships, Christian, Psychology, Family, Love, Personal Development, Religion, Faith",4.28,2423
957,Five Love Languages Journal: How To Express Heartfelt Commitment To Your Mate,Gary Chapman,"Writing helps a person remember a concept, prompt an action, or reflect on God's goodness in your life. How did you do this week on keeping your mate's love tank full? Now you can keep track of your thoughts, feelings, progress, and your mate's love tank with The Five Love Languages Journal . Each section of the journal has a corresponding chapter head that follows the cla,Writing helps a person remember a concept, prompt an action, or reflect on God's goodness in your life. How did you do this week on keeping your mate's love tank full? Now you can keep track of your thoughts, feelings, progress, and your mate's love tank with The Five Love Languages Journal . Each section of the journal has a corresponding chapter head that follows the classic book by Dr. Gary Chapman. Following that is a quote for reflection, several thought-provoking questions, and a relevant Scripture verse. Interspersed are areas for journalizing about personal experience with love and loved ones. Use the entries to spark communication, or to keep as a private retreat. The journal's duotone faux leather will appeal to both men and women. A satin ribbon is sewn in for place-holding. Those who have made The Five Love Languages a multi-million seller will find this brand addition a most welcome value.&lt;br&gt;",Uncategorized,4.18,11
958,The Five Love Languages,Gary Chapman,"Couples who understand each other's love language hold a priceless advantage in the quest for love that lasts a lifetime -- they know how to effectively and consistently make each other feel truly and deeply loved. That gift never fades away.,Couples who understand each other's love language hold a priceless advantage in the quest for love that lasts a lifetime -- they know how to effectively and consistently make each other feel truly and deeply loved. That gift never fades away.","Nonfiction, Self Help, Relationships, Psychology, Marriage, Christian, Personal Development, Audiobook, Love, Romance",4.25,317591
959,Los Cinco Lenguajes Del Amor/the Five Languages of Love,Gary Chapman,"Couples who understand each other's love language hold a priceless advantage in the quest for love that lasts a lifetime -- they know how to effectively and consistently make each other feel truly and deeply loved. That gift never fades away.,Couples who understand each other's love language hold a priceless advantage in the quest for love that lasts a lifetime -- they know how to effectively and consistently make each other feel truly and deeply loved. That gift never fades away.","Nonfiction, Self Help, Relationships, Psychology, Marriage, Christian, Personal Development, Audiobook, Love, Romance",4.25,317544
960,Angels & Demons,Dan Brown,"World-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a cryptic symbol seared into the chest of a murdered physicist. What he discovers is unimaginable: a deadly vendetta against the Catholic Church by a centuries-old underground organization -- the Illuminati. In a desperate race to save the Vatican from a powerful time bomb,World-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a cryptic symbol seared into the chest of a murdered physicist. What he discovers is unimaginable: a deadly vendetta against the Catholic Church by a centuries-old underground organization -- the Illuminati. In a desperate race to save the Vatican from a powerful time bomb, Langdon joins forces in Rome with the beautiful and mysterious scientist Vittoria Vetra. Together they embark on a frantic hunt through sealed crypts, dangerous catacombs, and deserted cathedrals, and into the depths of the most secretive vault on earth...the long-forgotten Illuminati lair.,back cover","Fiction, Mystery, Thriller, Suspense, Mystery Thriller, Adventure, Crime, Historical, Historical Fiction, Novels, Adult",3.91,2764938
961,Angels and Demons: What Do We Really Know About Them?,Peter Kreeft,"In response to actual questions many people have asked him about angels and demons, well-known author and philosophy professor Peter Kreeft separates fact from fantasy and myth from reality as he answers 100 common questions about these spiritual beings. Based on a very popular college course he teaches on this subject, this book responds to the incredible amount of intere,In response to actual questions many people have asked him about angels and demons, well-known author and philosophy professor Peter Kreeft separates fact from fantasy and myth from reality as he answers 100 common questions about these spiritual beings. Based on a very popular college course he teaches on this subject, this book responds to the incredible amount of interest in angelic beings and attempts to clear up some of the misinformation abounding in the numerous books today on what we know about these mysterious spirits. Drawing on the Bible, traditional Church teaching and St. Thomas Aquinas, Kreeft gives straight, clear answers to the perennial and philosophical questions asked about angels and demons throughout time. In his typical lucid, profound and sometimes humorous style, Kreeft answers such questions as What are angels made of?, How do angels communicate with God?, How do angels communicate with us?, Do demons, or devils, or evil spirits really exist? and many more. Includes angel art.Author: Peter KreeftFormat: 157 pages, PaperbackPublisher: Ignatius PressISBN: 978-0898705508","Religion, Christianity, Catholic, Theology, Christian, Nonfiction, Faith, Spirituality, Philosophy, Paranormal, Angels",4.08,465
962,"Angels, Demons & Gods of the New Millenium: Musings on Modern Magick",Lon Milo DuQuette,"A delightfully entertaining liberal arts education in Western Hermeticism with one of America's most knowledgeable and engaging authorities! Each chapter is a self-contained monograph on one of 7 topics critical tounderstanding modern magick.,A delightfully entertaining liberal arts education in Western Hermeticism with one of America's most knowledgeable and engaging authorities! Each chapter is a self-contained monograph on one of 7 topics critical tounderstanding modern magick.","Occult, Magick, Philosophy, Thelema, Fantasy, Magic, Nonfiction, Witchcraft, Religion, Esoterica, Paganism, Spirituality",4.1,185
